ID,Género,Grupo Étnico,Nivel Educativo Padres,Tipo De Almuerzo,Preparación Para Examen,Nota Matemáticas,Nota Lectura,Nota Escritura,Estado Civil Padres,Práctica Deportiva,Medio De Transporte,Horas De Estudio Semanal
27921,male,group C,high school,standard,none,64,51,48,single,sometimes,private,5 - 10
27922,male,group B,associate's degree,standard,none,75,66,55,single,regularly,school_bus,5 - 10
27923,male,group B,associate's degree,free/reduced,none,55,59,53,single,sometimes,private,5 - 10
27924,female,group C,some high school,free/reduced,none,41,57,53,divorced,regularly,school_bus,5 - 10
27925,male,group E,some college,free/reduced,none,76,74,70,married,sometimes,walking,5 - 10
27926,male,group C,some high school,standard,none,50,45,39,single,regularly,school_bus,5 - 10
27927,male,group C,some high school,free/reduced,none,78,76,72,married,regularly,walking,< 5
27928,male,group E,high school,standard,completed,87,70,74,married,never,school_bus,> 10
27929,male,group C,bachelor's degree,free/reduced,completed,91,91,88,single,regularly,private,5 - 10
27930,male,group C,some college,standard,completed,73,74,80,married,sometimes,private,> 10
27931,male,group C,bachelor's degree,free/reduced,none,64,75,72,married,regularly,school_bus,5 - 10
27932,male,group C,bachelor's degree,standard,none,61,59,58,single,regularly,school_bus,5 - 10
27933,female,group C,some college,standard,none,72,74,69,married,sometimes,private,5 - 10
27934,female,group E,bachelor's degree,free/reduced,completed,61,63,66,divorced,sometimes,school_bus,5 - 10
27935,female,group C,high school,standard,none,49,61,57,single,never,school_bus,5 - 10
27936,female,group C,some college,standard,none,85,91,88,married,sometimes,private,< 5
27937,female,group B,associate's degree,standard,none,44,59,55,divorced,sometimes,walking,> 10
27938,female,group B,some college,free/reduced,none,64,68,65,single,never,private,5 - 10
27939,female,group B,some college,standard,none,82,83,81,married,sometimes,school_bus,5 - 10
27940,female,group B,high school,standard,none,87,83,83,married,sometimes,school_bus,< 5
27941,female,group D,associate's degree,standard,none,63,66,67,single,never,private,5 - 10
27942,male,group C,master's degree,free/reduced,none,68,65,68,married,sometimes,walking,< 5
27943,male,group C,bachelor's degree,standard,none,67,51,51,single,never,walking,5 - 10
27944,female,group D,some high school,standard,none,66,78,79,married,sometimes,school_bus,> 10
27945,female,group C,some college,free/reduced,none,54,68,63,divorced,never,private,> 10
27946,male,group D,bachelor's degree,standard,none,73,71,67,single,sometimes,school_bus,5 - 10
27947,female,group E,associate's degree,free/reduced,completed,88,93,94,married,sometimes,school_bus,5 - 10
27948,male,group C,high school,standard,none,65,47,46,married,sometimes,walking,5 - 10
27949,male,group A,associate's degree,standard,completed,72,65,65,single,sometimes,school_bus,> 10
27950,male,group E,high school,free/reduced,none,84,69,65,married,sometimes,school_bus,> 10
27951,male,group E,bachelor's degree,standard,completed,78,79,74,married,regularly,walking,< 5
27952,male,group E,high school,standard,completed,77,82,82,divorced,sometimes,school_bus,5 - 10
27953,female,group D,some college,standard,none,57,63,66,married,sometimes,school_bus,5 - 10
27954,female,group D,associate's degree,standard,none,56,59,59,married,never,private,< 5
27955,female,group D,associate's degree,free/reduced,none,70,79,81,single,regularly,private,5 - 10
27956,female,group C,high school,free/reduced,completed,47,60,63,single,sometimes,school_bus,5 - 10
27957,female,group E,associate's degree,standard,completed,78,82,83,single,regularly,school_bus,5 - 10
27958,female,group A,high school,free/reduced,none,33,48,42,married,regularly,private,5 - 10
27959,male,group A,associate's degree,standard,none,73,75,71,married,sometimes,school_bus,5 - 10
27960,male,group B,associate's degree,standard,none,93,85,86,married,sometimes,school_bus,< 5
27961,female,group C,associate's degree,standard,completed,37,45,48,divorced,never,school_bus,< 5
27962,female,group A,high school,standard,none,57,65,66,married,regularly,school_bus,< 5
27963,male,group D,associate's degree,standard,completed,96,98,96,married,sometimes,school_bus,< 5
27964,female,group D,some college,standard,none,59,61,57,married,regularly,private,< 5
27965,female,group C,bachelor's degree,standard,completed,74,84,90,divorced,sometimes,school_bus,5 - 10
27966,male,group D,associate's degree,free/reduced,none,63,64,58,single,sometimes,school_bus,> 10
27967,female,group B,associate's degree,standard,none,76,86,82,divorced,sometimes,school_bus,5 - 10
27968,female,group D,some high school,standard,completed,62,79,84,married,sometimes,school_bus,5 - 10
27969,female,group D,some high school,free/reduced,completed,78,85,88,single,sometimes,school_bus,> 10
27970,male,group E,high school,free/reduced,completed,75,66,64,divorced,regularly,school_bus,5 - 10
27971,male,group C,master's degree,free/reduced,none,44,46,45,married,sometimes,walking,> 10
27972,female,group B,high school,standard,none,65,72,73,married,regularly,school_bus,5 - 10
27973,male,group D,associate's degree,standard,none,100,92,92,married,sometimes,school_bus,5 - 10
27974,female,group C,associate's degree,standard,none,65,73,70,divorced,sometimes,private,< 5
27975,female,group A,associate's degree,standard,completed,74,95,93,divorced,sometimes,private,< 5
27976,male,group C,some college,standard,completed,93,89,89,divorced,never,private,5 - 10
27977,female,group D,some high school,free/reduced,none,71,73,72,married,sometimes,school_bus,< 5
27978,female,group C,bachelor's degree,free/reduced,completed,73,79,83,single,sometimes,private,5 - 10
27979,female,group C,some high school,free/reduced,completed,56,63,69,married,sometimes,school_bus,5 - 10
27980,male,group B,some high school,standard,none,79,74,73,single,sometimes,school_bus,< 5
27981,male,group C,high school,standard,none,47,50,42,married,regularly,school_bus,5 - 10
27982,male,group E,bachelor's degree,standard,completed,100,98,99,divorced,regularly,private,5 - 10
27983,female,group C,associate's degree,free/reduced,none,47,66,60,single,sometimes,school_bus,< 5
27984,male,group C,some college,standard,none,78,63,61,married,regularly,private,5 - 10
27985,female,group D,some high school,free/reduced,none,74,81,83,married,sometimes,school_bus,5 - 10
27986,female,group C,high school,standard,none,60,69,65,single,sometimes,school_bus,5 - 10
27987,male,group D,some college,free/reduced,none,42,45,42,married,regularly,school_bus,> 10
27988,female,group D,high school,standard,none,64,83,82,married,regularly,school_bus,< 5
27989,male,group D,some high school,standard,completed,68,51,62,married,regularly,school_bus,5 - 10
27990,male,group C,associate's degree,free/reduced,none,76,60,65,not specified,sometimes,private,5 - 10
27991,female,group B,some high school,standard,completed,55,57,60,divorced,never,school_bus,5 - 10
27992,female,group C,some high school,free/reduced,none,56,81,74,divorced,sometimes,school_bus,> 10
27993,female,group C,associate's degree,standard,completed,65,88,85,married,sometimes,school_bus,5 - 10
27994,male,group E,some college,standard,completed,77,67,65,married,regularly,school_bus,5 - 10
27995,male,group B,master's degree,standard,none,63,68,66,married,sometimes,school_bus,< 5
27996,male,group C,some high school,free/reduced,none,51,51,48,single,regularly,school_bus,< 5
27997,male,group E,some high school,standard,none,91,84,82,married,regularly,private,< 5
27998,female,group C,some college,free/reduced,completed,49,63,63,married,regularly,school_bus,> 10
27999,male,group E,master's degree,standard,none,93,88,81,divorced,regularly,private,5 - 10
28000,female,group B,master's degree,free/reduced,none,63,76,76,married,sometimes,walking,5 - 10
28001,female,group B,bachelor's degree,standard,none,78,98,93,divorced,never,school_bus,5 - 10
28002,male,group E,some high school,standard,none,86,81,72,married,sometimes,school_bus,5 - 10
28003,female,group E,some high school,standard,none,69,64,68,married,sometimes,school_bus,5 - 10
28004,male,group D,some high school,standard,none,70,67,68,divorced,regularly,private,5 - 10
28005,male,group B,some high school,free/reduced,completed,66,62,63,married,regularly,private,5 - 10
28006,male,group A,master's degree,standard,none,64,50,49,married,regularly,school_bus,5 - 10
28007,male,group C,associate's degree,free/reduced,none,83,79,75,single,sometimes,walking,5 - 10
28008,male,group E,some high school,standard,completed,81,73,74,married,sometimes,school_bus,< 5
28009,male,group D,some college,standard,none,86,87,81,single,never,school_bus,> 10
28010,female,group A,some high school,free/reduced,completed,62,72,71,married,sometimes,private,5 - 10
28011,male,group D,associate's degree,standard,none,76,66,62,married,never,school_bus,5 - 10
28012,female,group C,associate's degree,standard,none,61,65,69,married,sometimes,walking,5 - 10
28013,male,group E,high school,free/reduced,none,61,53,49,not specified,sometimes,walking,< 5
28014,male,group E,some college,standard,completed,66,56,54,divorced,regularly,private,5 - 10
28015,female,group A,associate's degree,standard,none,61,70,69,married,sometimes,private,5 - 10
28016,female,group D,associate's degree,free/reduced,none,62,62,65,single,sometimes,private,< 5
28017,female,group D,some high school,free/reduced,none,40,49,48,married,sometimes,private,5 - 10
28018,female,group C,associate's degree,standard,none,71,85,87,married,regularly,school_bus,5 - 10
28019,female,group E,associate's degree,free/reduced,none,79,87,77,married,sometimes,school_bus,5 - 10
28020,male,group E,some college,free/reduced,none,65,50,40,single,sometimes,private,5 - 10
28021,female,group C,associate's degree,free/reduced,none,23,43,42,married,sometimes,private,< 5
28022,female,group D,associate's degree,standard,none,91,97,97,married,sometimes,school_bus,< 5
28023,female,group B,some college,standard,none,72,71,67,single,sometimes,school_bus,5 - 10
28024,female,group D,high school,free/reduced,none,42,52,54,married,sometimes,school_bus,5 - 10
28025,female,group C,master's degree,standard,completed,90,96,100,married,never,private,5 - 10
28026,male,group D,high school,free/reduced,none,49,46,50,married,regularly,private,5 - 10
28027,female,group D,some college,free/reduced,none,54,75,72,married,sometimes,private,> 10
28028,male,group D,high school,free/reduced,completed,74,75,79,married,regularly,private,5 - 10
28029,male,group B,some college,standard,none,60,57,59,divorced,never,private,> 10
28030,male,group E,some high school,free/reduced,completed,86,79,80,divorced,regularly,walking,5 - 10
28031,female,group C,associate's degree,standard,completed,62,73,78,single,sometimes,school_bus,5 - 10
28032,male,group D,bachelor's degree,free/reduced,none,53,58,53,single,regularly,private,5 - 10
28033,male,group C,high school,standard,none,62,58,58,married,sometimes,private,5 - 10
28034,male,group B,high school,standard,completed,65,62,56,single,regularly,school_bus,< 5
28035,male,group E,high school,free/reduced,completed,93,84,78,married,sometimes,school_bus,5 - 10
28036,male,group C,some high school,standard,none,37,41,38,divorced,regularly,walking,< 5
28037,male,group C,some college,standard,none,63,73,66,married,sometimes,private,< 5
28038,male,group D,some high school,standard,none,68,78,69,married,regularly,school_bus,5 - 10
28039,female,group D,bachelor's degree,free/reduced,completed,85,97,100,married,sometimes,school_bus,5 - 10
28040,male,group E,some college,free/reduced,none,63,56,59,not specified,regularly,school_bus,5 - 10
28041,female,group C,high school,standard,completed,61,81,76,married,sometimes,school_bus,5 - 10
28042,female,group A,some college,free/reduced,completed,30,46,43,married,regularly,walking,< 5
28043,male,group E,some college,standard,none,86,86,73,single,regularly,walking,5 - 10
28044,male,group D,some high school,standard,completed,98,91,89,married,regularly,private,5 - 10
28045,female,group D,some high school,standard,completed,80,90,94,single,sometimes,private,5 - 10
28046,female,group D,some college,standard,completed,61,72,70,single,sometimes,private,< 5
28047,female,group B,some college,free/reduced,completed,65,84,81,married,sometimes,school_bus,5 - 10
28048,male,group E,some college,free/reduced,none,70,67,66,single,regularly,private,5 - 10
28049,male,group C,some high school,standard,completed,66,62,61,single,sometimes,private,5 - 10
28050,male,group B,some college,free/reduced,none,80,77,70,divorced,never,walking,5 - 10
28051,female,group C,bachelor's degree,free/reduced,none,73,92,88,single,sometimes,private,< 5
28052,male,group C,some college,standard,none,44,45,40,divorced,regularly,school_bus,5 - 10
28053,male,group B,associate's degree,free/reduced,completed,64,63,59,widowed,sometimes,private,< 5
28054,female,group A,high school,standard,completed,31,45,54,married,sometimes,school_bus,5 - 10
28055,female,group B,some college,free/reduced,completed,25,40,44,married,sometimes,school_bus,> 10
28056,male,group C,master's degree,standard,completed,60,62,58,single,sometimes,private,< 5
28057,female,group C,some high school,free/reduced,completed,52,66,64,married,sometimes,school_bus,5 - 10
28058,female,group C,some college,free/reduced,completed,67,81,76,married,never,school_bus,> 10
28059,male,group D,master's degree,standard,none,82,74,77,divorced,sometimes,school_bus,> 10
28060,male,group B,some college,standard,none,82,76,75,single,regularly,school_bus,5 - 10
28061,male,group D,high school,free/reduced,none,33,33,32,married,sometimes,school_bus,5 - 10
28062,male,group B,associate's degree,standard,completed,97,99,99,married,regularly,private,< 5
28063,male,group C,some high school,free/reduced,completed,73,70,68,married,sometimes,school_bus,> 10
28064,female,group C,high school,standard,none,46,62,61,married,regularly,private,5 - 10
28065,male,group C,some high school,standard,completed,78,78,78,married,sometimes,private,5 - 10
28066,female,group C,some high school,standard,none,82,85,86,married,sometimes,school_bus,5 - 10
28067,female,group C,bachelor's degree,standard,none,43,40,42,married,regularly,school_bus,5 - 10
28068,female,group C,associate's degree,standard,none,67,84,78,married,regularly,private,< 5
28069,male,group C,master's degree,standard,completed,80,78,81,divorced,never,school_bus,< 5
28070,male,group B,associate's degree,standard,none,86,96,89,married,regularly,school_bus,5 - 10
28071,female,group D,associate's degree,standard,none,86,88,98,divorced,sometimes,private,5 - 10
28072,female,group C,high school,free/reduced,completed,40,47,50,single,sometimes,school_bus,< 5
28073,male,group C,some high school,free/reduced,none,34,19,20,married,sometimes,school_bus,< 5
28074,male,group C,high school,standard,completed,54,47,46,married,regularly,school_bus,5 - 10
28075,female,group C,some college,free/reduced,none,54,64,63,married,never,walking,< 5
28076,male,group D,bachelor's degree,standard,completed,94,89,94,single,regularly,private,5 - 10
28077,male,group A,some college,free/reduced,completed,46,45,48,not specified,regularly,school_bus,5 - 10
28078,female,group C,some college,standard,none,78,86,84,single,regularly,private,5 - 10
28079,female,group C,some high school,standard,completed,48,65,65,married,sometimes,school_bus,< 5
28080,female,group A,associate's degree,standard,none,59,59,57,single,regularly,private,> 10
28081,female,group B,associate's degree,standard,none,63,76,78,married,regularly,school_bus,5 - 10
28082,male,group E,bachelor's degree,standard,none,100,86,87,married,regularly,school_bus,5 - 10
28083,female,group D,some high school,standard,none,56,75,70,married,sometimes,private,< 5
28084,male,group C,bachelor's degree,standard,completed,96,91,90,divorced,regularly,school_bus,5 - 10
28085,female,group C,some college,standard,none,69,75,76,married,sometimes,school_bus,5 - 10
28086,male,group B,high school,free/reduced,completed,37,36,41,single,sometimes,school_bus,5 - 10
28087,male,group B,some high school,free/reduced,completed,50,43,46,married,sometimes,school_bus,< 5
28088,female,group C,master's degree,standard,none,98,100,100,divorced,sometimes,private,> 10
28089,male,group C,high school,standard,none,74,79,75,married,regularly,school_bus,> 10
28090,male,group B,some high school,standard,none,61,55,52,married,sometimes,private,< 5
28091,male,group D,high school,free/reduced,none,56,62,58,single,sometimes,school_bus,5 - 10
28092,male,group C,master's degree,standard,completed,96,94,93,married,regularly,school_bus,< 5
28093,male,group E,some college,free/reduced,none,91,78,75,single,sometimes,school_bus,< 5
28094,male,group C,high school,standard,none,77,68,70,single,regularly,private,> 10
28095,male,group C,some college,standard,none,84,69,67,single,never,walking,5 - 10
28096,male,group C,associate's degree,free/reduced,none,82,82,83,single,sometimes,school_bus,< 5
28097,male,group D,associate's degree,standard,none,78,79,72,married,regularly,walking,5 - 10
28098,male,group D,high school,free/reduced,none,59,63,56,single,sometimes,school_bus,5 - 10
28099,male,group C,some high school,standard,none,54,55,44,married,regularly,private,5 - 10
28100,female,group C,bachelor's degree,standard,completed,67,76,74,married,never,school_bus,5 - 10
28101,male,group D,high school,free/reduced,none,55,54,50,single,sometimes,school_bus,5 - 10
28102,male,group B,some college,standard,none,69,60,58,married,sometimes,walking,5 - 10
28103,female,group B,high school,standard,none,72,73,75,married,sometimes,private,5 - 10
28104,female,group D,bachelor's degree,standard,none,84,79,85,widowed,regularly,school_bus,> 10
28105,female,group E,some college,standard,none,73,75,76,divorced,regularly,school_bus,5 - 10
28106,male,group E,some high school,standard,none,79,82,69,single,sometimes,school_bus,5 - 10
28107,female,group D,high school,standard,none,52,54,61,single,sometimes,school_bus,5 - 10
28108,female,group B,bachelor's degree,standard,none,69,83,77,married,never,school_bus,5 - 10
28109,male,group D,high school,free/reduced,none,55,53,47,widowed,regularly,walking,< 5
28110,male,group B,high school,free/reduced,completed,65,70,67,married,sometimes,school_bus,5 - 10
28111,female,group D,master's degree,standard,none,30,47,41,widowed,sometimes,private,5 - 10
28112,female,group C,high school,standard,completed,84,91,87,divorced,regularly,school_bus,5 - 10
28113,female,group B,master's degree,standard,none,88,93,93,married,sometimes,school_bus,5 - 10
28114,male,group A,some high school,standard,completed,71,70,66,single,sometimes,school_bus,5 - 10
28115,male,group D,some college,free/reduced,completed,58,46,49,divorced,sometimes,private,5 - 10
28116,female,group D,bachelor's degree,free/reduced,completed,72,85,85,married,sometimes,walking,< 5
28117,male,group D,some college,free/reduced,none,69,63,61,not specified,regularly,school_bus,5 - 10
28118,male,group D,some college,free/reduced,none,74,77,78,married,never,private,< 5
28119,female,group D,master's degree,standard,none,79,78,81,married,sometimes,school_bus,5 - 10
28120,female,group C,high school,standard,none,51,66,59,married,sometimes,school_bus,5 - 10
28121,female,group C,associate's degree,standard,completed,57,78,76,married,sometimes,school_bus,< 5
28122,male,group C,some college,free/reduced,completed,69,69,72,married,sometimes,school_bus,> 10
28123,female,group B,some college,standard,completed,72,83,89,not specified,regularly,school_bus,5 - 10
28124,male,group B,associate's degree,standard,completed,63,62,65,single,sometimes,private,5 - 10
28125,male,group B,some high school,free/reduced,none,48,54,46,single,sometimes,school_bus,5 - 10
28126,female,group B,high school,free/reduced,none,36,48,44,married,regularly,school_bus,5 - 10
28127,male,group C,associate's degree,free/reduced,none,51,47,38,single,sometimes,private,5 - 10
28128,female,group E,some high school,free/reduced,completed,68,81,85,divorced,sometimes,private,> 10
28129,female,group C,some college,standard,none,77,84,79,single,sometimes,private,< 5
28130,female,group D,associate's degree,free/reduced,none,76,76,85,married,regularly,school_bus,< 5
28131,male,group D,some college,standard,none,87,97,88,married,sometimes,private,5 - 10
28132,male,group B,some high school,free/reduced,none,42,50,44,not specified,sometimes,private,> 10
28133,male,group D,some high school,free/reduced,none,50,48,46,married,sometimes,walking,5 - 10
28134,male,group E,some college,standard,none,95,78,75,married,regularly,walking,> 10
28135,female,group C,some high school,free/reduced,none,47,59,55,married,sometimes,school_bus,> 10
28136,male,group C,some high school,standard,completed,73,67,71,single,sometimes,private,< 5
28137,female,group A,bachelor's degree,standard,none,79,92,92,divorced,sometimes,private,5 - 10
28138,male,group D,some college,standard,none,62,56,49,divorced,sometimes,school_bus,5 - 10
28139,male,group A,master's degree,standard,none,66,67,63,married,regularly,walking,5 - 10
28140,female,group C,associate's degree,standard,none,73,79,81,married,regularly,school_bus,5 - 10
28141,female,group A,master's degree,free/reduced,completed,66,78,72,single,regularly,school_bus,5 - 10
28142,male,group C,associate's degree,standard,none,89,86,90,married,sometimes,private,< 5
28143,male,group C,high school,free/reduced,completed,49,54,51,single,regularly,private,< 5
28144,female,group B,associate's degree,standard,none,58,61,56,married,sometimes,school_bus,5 - 10
28145,female,group B,master's degree,free/reduced,completed,50,62,66,married,sometimes,school_bus,< 5
28146,female,group D,master's degree,standard,completed,53,60,65,married,regularly,school_bus,> 10
28147,male,group C,some college,free/reduced,completed,46,54,53,single,sometimes,school_bus,> 10
28148,female,group C,high school,standard,completed,93,97,91,married,regularly,private,5 - 10
28149,female,group B,some high school,standard,none,69,67,70,divorced,sometimes,school_bus,5 - 10
28150,male,group E,associate's degree,standard,none,68,62,56,divorced,sometimes,private,< 5
28151,male,group B,bachelor's degree,free/reduced,none,40,32,38,divorced,sometimes,private,5 - 10
28152,female,group D,some high school,standard,none,83,79,84,married,never,private,5 - 10
28153,female,group B,associate's degree,standard,completed,72,87,86,single,never,private,5 - 10
28154,male,group B,high school,standard,none,71,61,63,single,regularly,school_bus,> 10
28155,female,group D,some high school,free/reduced,none,61,70,66,married,sometimes,school_bus,5 - 10
28156,male,group C,some high school,free/reduced,none,68,68,66,single,regularly,school_bus,5 - 10
28157,male,group D,associate's degree,standard,completed,67,67,68,married,sometimes,private,< 5
28158,male,group D,bachelor's degree,standard,completed,76,75,75,single,sometimes,school_bus,< 5
28159,female,group E,some college,free/reduced,completed,51,64,68,single,regularly,walking,5 - 10
28160,female,group D,some college,standard,completed,77,83,89,married,sometimes,school_bus,5 - 10
28161,female,group D,high school,standard,completed,56,72,74,not specified,sometimes,school_bus,5 - 10
28162,male,group D,high school,standard,none,62,57,48,married,sometimes,school_bus,< 5
28163,female,group E,associate's degree,standard,none,84,85,82,married,regularly,walking,< 5
28164,female,group B,some high school,standard,none,55,62,61,married,regularly,school_bus,< 5
28165,female,group A,some high school,free/reduced,none,46,54,54,married,regularly,school_bus,5 - 10
28166,female,group D,high school,standard,none,76,76,80,divorced,sometimes,private,> 10
28167,male,group D,some high school,standard,none,57,64,57,married,sometimes,private,5 - 10
28168,female,group B,some high school,free/reduced,completed,40,54,57,married,sometimes,school_bus,< 5
28169,male,group C,some high school,standard,completed,59,59,54,single,regularly,walking,5 - 10
28170,male,group B,associate's degree,standard,none,59,64,58,married,regularly,school_bus,5 - 10
28171,female,group C,associate's degree,standard,none,66,67,68,married,sometimes,school_bus,5 - 10
28172,female,group B,associate's degree,free/reduced,none,70,76,71,married,regularly,private,< 5
28173,female,group A,some college,standard,none,64,69,77,married,sometimes,private,5 - 10
28174,male,group A,high school,standard,completed,74,65,69,single,regularly,walking,5 - 10
28175,male,group D,some high school,standard,none,87,77,79,married,regularly,school_bus,< 5
28176,female,group E,some high school,free/reduced,none,56,57,52,divorced,regularly,school_bus,< 5
28177,male,group A,high school,free/reduced,completed,44,44,45,not specified,sometimes,school_bus,5 - 10
28178,female,group E,high school,standard,none,68,79,75,married,regularly,private,> 10
28179,female,group B,high school,free/reduced,none,52,69,69,married,never,school_bus,> 10
28180,male,group E,master's degree,standard,none,81,79,75,married,sometimes,private,> 10
28181,male,group D,associate's degree,standard,none,93,74,79,married,sometimes,private,< 5
28182,male,group D,high school,free/reduced,none,70,64,61,married,sometimes,private,5 - 10
28183,female,group E,associate's degree,free/reduced,none,60,65,60,married,never,school_bus,5 - 10
28184,female,group B,bachelor's degree,standard,none,57,63,66,single,never,private,5 - 10
28185,female,group E,bachelor's degree,free/reduced,completed,64,63,65,widowed,sometimes,private,> 10
28186,female,group B,some college,standard,none,61,65,60,married,sometimes,walking,< 5
28187,female,group D,associate's degree,standard,completed,94,100,100,married,sometimes,private,5 - 10
28188,female,group B,some college,standard,none,79,98,93,married,sometimes,walking,5 - 10
28189,female,group A,associate's degree,free/reduced,completed,56,77,75,married,regularly,school_bus,5 - 10
28190,male,group D,some college,standard,none,55,39,44,married,regularly,school_bus,5 - 10
28191,male,group C,some high school,standard,completed,58,57,55,married,sometimes,school_bus,> 10
28192,female,group D,some college,standard,none,50,63,64,single,sometimes,walking,5 - 10
28193,female,group B,some high school,standard,none,88,96,91,married,sometimes,private,< 5
28194,male,group C,bachelor's degree,free/reduced,none,52,47,50,single,never,private,< 5
28195,female,group C,high school,standard,completed,40,56,56,married,never,school_bus,5 - 10
28196,female,group D,some high school,standard,none,61,67,72,married,sometimes,private,< 5
28197,male,group D,some college,standard,none,85,67,73,married,sometimes,private,< 5
28198,female,group C,some high school,standard,none,57,68,67,single,never,school_bus,> 10
28199,male,group B,some college,standard,none,83,78,69,married,never,walking,> 10
28200,male,group D,associate's degree,free/reduced,completed,62,64,66,married,sometimes,school_bus,5 - 10
28201,female,group C,high school,free/reduced,none,57,80,75,married,sometimes,school_bus,5 - 10
28202,male,group D,associate's degree,free/reduced,none,64,71,72,single,sometimes,private,5 - 10
28203,female,group B,associate's degree,standard,none,88,93,89,single,regularly,school_bus,5 - 10
28204,female,group D,associate's degree,standard,completed,75,77,78,married,sometimes,school_bus,< 5
28205,female,group C,some college,free/reduced,none,61,60,68,divorced,sometimes,school_bus,> 10
28206,female,group C,bachelor's degree,standard,completed,55,59,65,married,sometimes,school_bus,5 - 10
28207,male,group C,bachelor's degree,free/reduced,none,61,64,61,married,sometimes,school_bus,5 - 10
28208,female,group C,some high school,standard,completed,50,66,62,married,sometimes,private,5 - 10
28209,female,group D,associate's degree,free/reduced,completed,76,95,98,divorced,regularly,private,5 - 10
28210,female,group E,some college,standard,none,79,87,81,divorced,sometimes,school_bus,5 - 10
28211,female,group C,some high school,free/reduced,none,46,52,48,single,sometimes,private,> 10
28212,female,group D,some college,free/reduced,none,70,91,81,single,regularly,private,> 10
28213,female,group D,some high school,standard,completed,86,97,98,widowed,sometimes,school_bus,5 - 10
28214,female,group D,bachelor's degree,standard,none,84,89,90,widowed,sometimes,school_bus,> 10
28215,male,group C,associate's degree,standard,none,77,72,71,married,sometimes,school_bus,< 5
28216,female,group A,associate's degree,standard,none,49,61,63,married,sometimes,school_bus,5 - 10
28217,male,group D,associate's degree,standard,none,74,65,68,single,sometimes,walking,5 - 10
28218,female,group E,some college,standard,completed,89,100,99,married,never,school_bus,> 10
28219,male,group E,some college,free/reduced,completed,72,74,73,single,sometimes,school_bus,5 - 10
28220,male,group D,associate's degree,standard,completed,92,90,87,single,sometimes,private,5 - 10
28221,male,group C,associate's degree,free/reduced,completed,50,60,54,divorced,sometimes,walking,5 - 10
28222,female,group C,bachelor's degree,free/reduced,none,61,79,80,divorced,regularly,school_bus,5 - 10
28223,female,group E,associate's degree,free/reduced,completed,68,83,77,married,sometimes,private,> 10
28224,female,group C,some college,standard,none,52,73,64,married,sometimes,school_bus,5 - 10
28225,female,group E,high school,standard,completed,73,68,76,married,sometimes,school_bus,< 5
28226,male,group A,some high school,standard,none,82,65,64,married,regularly,school_bus,5 - 10
28227,female,group D,high school,free/reduced,none,45,58,54,married,sometimes,private,5 - 10
28228,male,group C,some high school,standard,none,72,76,67,married,regularly,school_bus,5 - 10
28229,male,group E,bachelor's degree,standard,none,80,71,68,married,regularly,school_bus,> 10
28230,male,group D,high school,free/reduced,none,49,42,38,divorced,regularly,school_bus,> 10
28231,male,group D,associate's degree,standard,none,84,78,75,married,never,school_bus,> 10
28232,male,group B,some high school,free/reduced,completed,76,84,80,single,sometimes,walking,< 5
28233,female,group D,associate's degree,free/reduced,none,81,88,88,married,regularly,school_bus,5 - 10
28234,male,group C,some college,free/reduced,none,57,59,54,married,sometimes,school_bus,< 5
28235,female,group D,master's degree,free/reduced,none,47,42,48,married,regularly,school_bus,< 5
28236,male,group E,associate's degree,free/reduced,none,60,57,55,single,never,school_bus,< 5
28237,female,group B,high school,standard,none,54,56,52,married,sometimes,private,5 - 10
28238,male,group B,associate's degree,standard,none,41,35,30,married,regularly,school_bus,5 - 10
28239,male,group B,high school,standard,completed,70,71,68,widowed,sometimes,walking,< 5
28240,female,group C,some high school,standard,none,48,62,61,married,sometimes,walking,5 - 10
28241,female,group B,high school,free/reduced,none,47,60,60,divorced,sometimes,school_bus,5 - 10
28242,female,group C,some college,free/reduced,completed,55,61,66,single,regularly,school_bus,< 5
28243,male,group C,some college,free/reduced,none,43,39,40,single,regularly,private,5 - 10
28244,male,group D,high school,free/reduced,none,75,72,70,married,never,school_bus,5 - 10
28245,male,group B,high school,free/reduced,completed,81,77,69,married,sometimes,school_bus,> 10
28246,male,group D,bachelor's degree,standard,none,59,61,61,married,regularly,school_bus,5 - 10
28247,female,group B,some high school,standard,none,77,80,80,married,never,private,5 - 10
28248,male,group C,bachelor's degree,standard,none,71,65,60,married,sometimes,school_bus,< 5
28249,male,group C,associate's degree,standard,none,82,70,71,married,sometimes,school_bus,5 - 10
28250,female,group A,high school,standard,completed,65,71,75,divorced,sometimes,school_bus,5 - 10
28251,male,group C,associate's degree,standard,completed,85,82,77,single,sometimes,private,5 - 10
28252,female,group C,high school,free/reduced,none,37,55,53,single,sometimes,walking,5 - 10
28253,male,group C,some college,standard,none,65,65,54,married,sometimes,school_bus,< 5
28254,female,group C,associate's degree,free/reduced,none,61,74,66,married,regularly,private,5 - 10
28255,female,group B,high school,standard,none,50,59,55,married,sometimes,school_bus,5 - 10
28256,female,group C,bachelor's degree,standard,completed,98,100,100,married,sometimes,school_bus,5 - 10
28257,female,group D,master's degree,standard,none,64,69,74,married,sometimes,school_bus,5 - 10
28258,female,group C,high school,standard,none,44,53,55,single,sometimes,school_bus,< 5
28259,male,group C,some college,standard,completed,77,72,74,divorced,regularly,private,> 10
28260,female,group C,high school,free/reduced,none,46,60,52,divorced,sometimes,school_bus,< 5
